c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
30484,Customer#000030484,RXDX3xs4BEAEspBvoINBleWGG1,19,29-713-489-7655,2022.27,FURNITURE,lly theodolites. quick instructions integrate. blithely final tithes detect fluffily according to the dependen
30485,Customer#000030485,"hCU0V6lRp2,o",1,11-610-110-5371,7183.02,BUILDING,thely. final courts wake slyly against the blit
30486,Customer#000030486,HNawb7l3NHR,20,30-113-339-9663,9128.44,MACHINERY,deas are carefully blithely silent deposits. bl
30487,Customer#000030487,"IKSZIuIfxp2fF EeDgfqMzJntxeK322YaCz,tw",12,22-896-352-6815,2792.68,HOUSEHOLD,"he packages. unusual, bold ideas impress"
30488,Customer#000030488,hTViDs4b 0DfRmrV,16,26-809-641-5600,8523.48,BUILDING,dencies hinder slyly. fluffily regular 
30489,Customer#000030489,MmJkAQzppAJXe7MwQFBy,16,26-497-375-4691,-824.57,BUILDING,"of the ironic, unusual requests. carefully even theodolites among the foxes promise carefully slyly "
30490,Customer#000030490,"by0iXNGbatHcj2t6KC,6qoXrIuFFd5oL",20,30-838-819-8935,-655.14,BUILDING,l theodolites sleep quickly after the regular deposits. furiously final courts
30491,Customer#000030491,"uW7nw5,ezoPAjPcHhI4XtJYdTJMMcrfoPzTAT5g6",15,25-707-673-6809,9022.79,FURNITURE, deposits detect furiously across the blithely permanent deposits. carefully final Tires
30492,Customer#000030492,wuBgO48hDc3EqEyCmgjFgKwGBPunyH,2,12-951-822-8333,9167.93,AUTOMOBILE,"ts nag across the final, final accounts. carefully regular requests use. carefully even instructio"
30493,Customer#000030493,W0A94S7hnKpqB,18,28-214-977-4685,6455.37,AUTOMOBILE,es. carefully final courts are unusual foxes. furiously ironic 
30494,Customer#000030494,"qlkD43A,OSKynYROewMIpab7zGH",18,28-826-464-5295,370.72,HOUSEHOLD,eposits. regular packages against the even requests 
30495,Customer#000030495,Iz2VJXhLQJWtUp r,24,34-428-546-1127,2634.44,AUTOMOBILE, regular packages cajole final ideas. blithely final excuses c
30496,Customer#000030496,dh7t5PPPvw43oE5JnaFPMpq9H9FzPrZ,17,27-496-743-4848,-53.01,AUTOMOBILE,"eep; express, final deposits nag furiously. accounts along the even, regular requests sleep always carefully speci"
30497,Customer#000030497,2rE9F6VRsbShgn71bZOGdaZbt,17,27-562-536-3325,9059.53,FURNITURE,packages sleep furiously regular accounts. furiously silent pin
30498,Customer#000030498,wmZBEhX30VL,11,21-451-211-1802,-346.44,HOUSEHOLD,"al, silent asymptotes affix among the silent packages. furiously even requests cajole furiously "
30499,Customer#000030499,"Skx9,NQHetQisx,lrkdCEMhKqfR,",5,15-258-409-1147,5228.84,FURNITURE,n platelets. quickly final deposits around the dependencies use after the finally regular accoun
30500,Customer#000030500,yVpvx8ToeZfUV,22,32-571-361-2905,108.16,HOUSEHOLD,al foxes are silently slyly close foxes. carefu
30501,Customer#000030501,"N8b3,y0KxqzgM,gB",12,22-100-532-3255,856.05,FURNITURE,y silent braids haggle slyly above t
30502,Customer#000030502,hFDR5MrKKePWyhrm98Is0DcReaOq,21,31-316-694-9492,8524.45,HOUSEHOLD,". final, final asymptotes promise carefully. furiously final deposits sleep. quiet p"
30503,Customer#000030503,mvajimEECBmsCERWZ1QF,15,25-537-184-4413,4524.62,MACHINERY,ages hinder carefully final foxes. pinto beans sleep carefully ironic instructions. slyly regular notornis wake care
30504,Customer#000030504,bOkv6Jn8fcR6bvpBXJt9iKDjvBplKtT3OsU,10,20-402-294-9561,205.84,BUILDING,zzle against the permanently unusual accounts. e
30505,Customer#000030505,tE4xzg4xb2D3vou7QI3LhtjTvamCYVMhGCam,9,19-352-285-1067,3473.60,MACHINERY,eside the blithely special instructions. idly final pearls sleep slyly
30506,Customer#000030506,KS4dmBZ4V3TMfM8PSLBXKMgHCuTMEo YyF3a,23,33-566-222-6767,1789.72,HOUSEHOLD,final ideas use slyly. blithely ironic dep
30507,Customer#000030507,"AHB,AdO3bysqTi6oQys8F,H,,iGZ0NiCnbv",16,26-202-568-4631,3821.12,HOUSEHOLD,"g, final packages according to the blithely express dolphi"
30508,Customer#000030508,hPAISnb0BAReBTuZ230,24,34-460-809-3690,1483.45,FURNITURE, special accounts are express foxes. carefully even 
30509,Customer#000030509,w8 kn3TNspLcrPo YIiKGm1 sdFAvSbCG,1,11-589-820-8063,4273.17,FURNITURE,tions. final requests engage slyly quickly special asymptotes. carefully even requests haggle slyly. slyly f
30510,Customer#000030510,NCiqtxPbgzQ79gKXcBbT,13,23-611-887-4186,9194.15,MACHINERY,accounts cajole closely among the furiously regular packages. blithely regular wart
30511,Customer#000030511,"AA5s6txd,UmVbT6eN40dVhuDe4MJCBotlF",9,19-924-830-8121,7099.77,AUTOMOBILE,n dependencies are carefully above the furiously pending asymptotes. reg
30512,Customer#000030512,82xAM0yN5OxjZoQmERhMeNyA7w3JhkwGllU,15,25-694-827-8660,6896.85,HOUSEHOLD,"nts. packages above the slyly ironic ideas sleep idly according to the final, final accounts. packa"
30513,Customer#000030513,"ziN8OE7ye8 I2ywp8aRbXJtuW,",14,24-344-305-3418,6466.69,AUTOMOBILE,"ly, unusual foxes detect ideas. regular deposits doze instructions. careful"
30514,Customer#000030514,tyMrF8ZbJzSHB9Rkbeikwn,5,15-675-388-5914,3676.41,FURNITURE,egular excuses haggle. thin foxes affix after the blithely final instructions. regular braids haggle
30515,Customer#000030515,MvQvxiZCpKW6kgNtgzgqgyPqLvPbqjrt2m1CpT,22,32-750-808-9751,492.49,MACHINERY,cuses could boost furiously unusual somas. furiously regular
30516,Customer#000030516,CVYw0ylDzh9MFQzqQbNyV2Q1,5,15-556-881-8667,3248.48,BUILDING,e bravely pinto beans. carefully special theodolites cajole ironic t
30517,Customer#000030517,"QHeNvdgtN,w5awrl8CTpjMTGx",12,22-365-619-8899,2238.69,HOUSEHOLD,arefully. even requests wake even accounts. furiously final platelets breach 
30518,Customer#000030518,LdhcLQnMXAzBA9VlAIMGk4AUbjQ,2,12-460-635-9716,3553.31,AUTOMOBILE,counts integrate furiously. excus
30519,Customer#000030519,"Pq9,Crsv2T8BwfmeEVT2SqqLLXZ0FU MfD83Ls61",15,25-505-605-9318,-516.85,MACHINERY,en packages about the packages 
30520,Customer#000030520,6cEkbiczcqrYHIlqzNUk8AHa,17,27-326-399-1184,1208.34,FURNITURE,finally silent foxes boost. regu
30521,Customer#000030521,8cB2zudUVZMWY5sdSo,23,33-853-610-7056,514.56,BUILDING,packages was furiously-- fluffily special foxes accor
30522,Customer#000030522,DyAPLgnCJ1HC6zTy4wva,20,30-969-804-2932,115.52,BUILDING,ress deposits: furiously ironic requests 
30523,Customer#000030523,3A8vNPnR5e0Kz9ytD87XIfSGQZpVThT6RMTkd7,17,27-228-232-7684,3463.98,AUTOMOBILE,"s x-ray slyly. quickly unusual requests nag slyly at the unusual foxes. regular asymptotes haggle. brave, ir"
30524,Customer#000030524,g6aKGTBH4IjlkuHy8 IdgJTGTtpSXcEyUS3E1,16,26-631-669-9282,5149.00,MACHINERY,"o beans. ironic, pending ideas affix quickly special packages. fu"
30525,Customer#000030525,"WTAumuQ3LWhdc,9zXIuMzIROUlNL",3,13-611-620-6695,238.99,HOUSEHOLD,lets. blithely pending packages according to the blithely final dolph
30526,Customer#000030526,pHzEln2tskn9j,6,16-212-822-8660,-430.89,HOUSEHOLD,"le according to the regular, unusual pinto beans. carefully even requests at the s"
30527,Customer#000030527,Mwkkh64CmKd,23,33-635-765-1043,4946.96,HOUSEHOLD, excuses. carefully even requests believe slyly. slyly unusua
30528,Customer#000030528,CYXkhJEjlldk,5,15-441-635-8302,3569.65,BUILDING,s haggle fluffily above the carefully special ideas. daring instructions doze blithely. blithely special asym
30529,Customer#000030529,"dNzBpRxh,s5",14,24-978-199-9315,-954.29,MACHINERY,ng requests? carefully ironic pearls doubt carefully above th
30530,Customer#000030530,m6YLmxz9YhmdaohMHPwvVMkK rZXU7oMFW3,5,15-346-393-9439,8113.69,HOUSEHOLD,heodolites sleep carefully. regular dolphins sleep. slyly silent asymptotes doubt unusual i
30531,Customer#000030531,"Sn0DRjpUU3,dufpTbE8JvVHSvGtKOs1,nQnV9",19,29-967-640-6373,8903.15,MACHINERY, detect blithely blithely ironic requests. quickly ironic ideas wake fluffily-- permanently p
30532,Customer#000030532,YO94aeBBH85QXbUMykjMJjQS8Dw9gZO mM,21,31-275-865-5690,290.82,AUTOMOBILE,"ly across the even platelets! blithely regular excuses cajole bold, ironic ideas: blithely regular dependencies s"
30533,Customer#000030533,KaqdxvYSi8kyKAkQloB3pla2kKVOC,24,34-451-906-3956,1774.19,BUILDING,"r pinto beans. idly bold packages according to the express, ironic packages sleep "
30534,Customer#000030534,fVz6Gieh08NyUFZLQsIOKO L M3digGjkzsb,21,31-968-502-3450,6766.86,HOUSEHOLD,y unusual packages cajole slyly 
30535,Customer#000030535,hVoURpLFXoPx60 gAoNmdTsl9NIEiw8x,2,12-528-360-1796,-331.11,MACHINERY,"st have to sleep slyly ironic sauternes. even, special accounts are furiously. finally silent courts wake careful"
30536,Customer#000030536,buPerifuQgVrWnalJrUheJxv1juJgZJ8ksq,1,11-904-897-7683,9915.07,HOUSEHOLD,st slyly toward the carefully regular courts. furiously ironic deposits sleep quickly alongside of the quic
30537,Customer#000030537,EtjC4a0bDI7pjxg ozGp144pXerV,23,33-862-224-6959,1687.90,FURNITURE,ular courts above the furiously regular accounts are furiously across the evenly unus
30538,Customer#000030538,"0lpE89ZlVJ87Kvr,VRcGJbW",6,16-543-596-1241,8508.57,BUILDING," carefully final accounts. regular, even packages are quickly express asympt"
30539,Customer#000030539,fUkq4BkZ tfYeFostMYVsmC7PpSNJWbVIKY,24,34-803-649-5898,1615.64,BUILDING,ckly bold deposits boost. carefully
30540,Customer#000030540,"jafZ7ldl,DBmuqfvMYo",12,22-122-237-5570,3997.33,BUILDING,ual instructions. ideas haggle blithely idly ironic packages. special foxes haggle closely furiously final pack
30541,Customer#000030541,",abHsFqJEknKmspWMInA13eSRTD",18,28-494-296-7648,4152.89,BUILDING,ackages boost carefully unusual dolphins. slyly even foxes nod carefully brave packages. furiously 
30542,Customer#000030542,ufJU4Kisuig,9,19-835-742-9512,668.73,HOUSEHOLD,ld pinto beans according to the quickly even instructions print furious
30543,Customer#000030543,ksFnTfQJaeVfsg sfkFp7LuESQEEaJJTB0KT,13,23-936-192-9442,6313.25,MACHINERY, thinly unusual pinto beans. blithely ironic pinto beans nod quietly bold packages. even dolp
30544,Customer#000030544,"XuuM0SscX0RFFE,U6n4nMehgV",9,19-171-746-7325,9870.99,FURNITURE, furiously after the slyly permanent asymptotes. ironic packages snooze blithely after the furiously ironic
30545,Customer#000030545,490RYJM9vLV3t05kWFfVpQYhEl6d5IHaRNMo8JJv,8,18-708-765-8327,8808.44,HOUSEHOLD,are blithely daring packages. furiously regular pinto beans boost blithely? boldly
30546,Customer#000030546,UjDzEpHXJb1JG4mjKYPCHMc16Sya2Ad,23,33-365-898-4115,3589.83,BUILDING,"unts. unusual, final accounts above the slyly even "
30547,Customer#000030547,DDgmJSTpFnMwxP0gyxcxglBVvXqlDlmDhh,0,10-786-405-9105,8258.62,MACHINERY, regular excuses might are slyly asymptotes. regular packages cajole furiou
30548,Customer#000030548,J8WFmgjIfyqen1,16,26-680-879-7504,2704.11,HOUSEHOLD,ven dependencies must have to cajole furiously. slyly silent platelets sleep against the carefully even th
30549,Customer#000030549,"OEefJmD,gx3CTQQ0LlApUYHN",2,12-832-424-3176,5015.38,BUILDING,n packages. furiously final asymptotes ar
30550,Customer#000030550,j0MBZrS2fR8XAUDcBdqHQI DnczW1wr,4,14-359-704-8097,9490.18,AUTOMOBILE," even, ironic theodolites. requests affix carefully regular foxe"
30551,Customer#000030551,1cq9izX7X xgFaEZnkvJ Ovvy6OqpYl,19,29-389-221-4336,-464.05,FURNITURE,"nt, bold accounts affix blithely about the special, pending requests. unusual requests cajole"
30552,Customer#000030552,dh0Ap7u E4d3rD0W8,12,22-539-131-2406,8698.04,FURNITURE, express instructions. fluffily express packages nag. blithely regular accou
30553,Customer#000030553,rrbxS4Zd0F1sykvh4DvaBuRiS0Tp,2,12-972-515-7704,7008.68,HOUSEHOLD,ress accounts. quickly regular instructions print enticingly. slyly bold epitaphs wake 
30554,Customer#000030554,ZS1r3wZe9KWyZWxiR3,24,34-904-508-5999,4921.64,HOUSEHOLD, ideas. final accounts cajole blithely. always eve
30555,Customer#000030555,4ygLx67u58E2lBkY3Cvt5ZWaom1Fa,20,30-592-446-3790,7091.55,AUTOMOBILE,sly unusual foxes wake. quickly ev
30556,Customer#000030556,JC1nO77AFz,8,18-505-681-5249,759.24,HOUSEHOLD,c asymptotes. blithely final packages about the enticingly regul
30557,Customer#000030557,Azlcy69KLl0LWGMENUn8S,17,27-804-288-8613,9543.84,FURNITURE,sily regular packages serve. even theodolites about the fluffily unusual foxes are instr
30558,Customer#000030558,QRzThpRfgsBihNJRlE,6,16-953-849-4484,-585.42,AUTOMOBILE,"foxes haggle quickly of the carefully regular accounts. pending, ironic pinto beans wake sl"
30559,Customer#000030559,IR2zdWWE2JPqPiW,6,16-117-532-5313,3783.35,FURNITURE, are slyly according to the blithely express ideas. deposits run pending exc
30560,Customer#000030560,QI01vEQ1z2CwESX3oLQUUGTNj3G,5,15-777-466-8234,4800.56,FURNITURE,at the fluffily final accounts. carefully special accounts sleep carefully among the furiously special pack
30561,Customer#000030561,"iv8POGjcx,WX,BAxL",23,33-292-238-1492,7072.46,HOUSEHOLD,ans cajole slyly after the fluffily regular packages? deposits integrate furio
30562,Customer#000030562,"Tr76te4BaMOmriltjZdqbnA bRq fPv,2A",8,18-410-997-2737,9857.58,BUILDING,"ies boost. ironic, regular foxes along the furiously unusual accounts cajole above the accounts. carefully even ide"
30563,Customer#000030563,4bOtlTHqE4nHXyo5WzL1nuIESBlY,13,23-480-946-7750,3469.43,AUTOMOBILE,symptotes. carefully pending theodolites print blithely re
30564,Customer#000030564,shvc0bdqDfbt,3,13-187-315-8769,8763.03,HOUSEHOLD,ounts. regular packages are above the theodolites. fluffily final packages after the even deposits do
30565,Customer#000030565,9Z2WDRV99FMaUbatrThUUeMU,17,27-882-173-9791,-747.50,AUTOMOBILE,he carefully even foxes. slyly bold platelets haggle furiously after t
30566,Customer#000030566,6wIrXm07ahkMEQQ3ziHs6tJVNxP,10,20-247-247-8265,7683.73,BUILDING,ts. blithely even deposits boost permanently. regular dependencies affix q
30567,Customer#000030567,jnlXUaNoejf4qeCkcdvTN8s1bNl44CkaOf,8,18-778-835-1571,9540.98,HOUSEHOLD,nooze furiously. furiously regular instructions affix. ironic accounts boost. daringly pending court
30568,Customer#000030568,grI5e3tbsYAUT3O19oj2KzzDJJ VhstvY,15,25-727-747-1482,6288.85,MACHINERY, carefully thin accounts against the depths ought to cajole along the blithely ironic instr
30569,Customer#000030569,golurP6i0WtSVi72EPwUWZ2wqJCmKlmant64upI8,7,17-912-844-8105,6773.41,MACHINERY,y ironic ideas boost blithely about the quickly even accounts. fluffily pending instructions agai
30570,Customer#000030570,wrEWKfcNXo2CEw2507fczOx,19,29-475-181-5028,-312.15,FURNITURE,ding to the slyly ironic excuses kindle blithely carefully even ideas. carefully unusual requests cajole. f
30571,Customer#000030571,xIcopAy1Nxgxs,1,11-977-734-1858,9688.84,HOUSEHOLD,accounts according to the regular requests wake carefully around the sometimes ironic t
30572,Customer#000030572,"BCh27jSNwB,BkdJU59vH",23,33-811-327-2439,5347.71,FURNITURE, ideas above the theodolites could doubt carefully acc
30573,Customer#000030573,njJLQ1DtfeyTQHZLyeVMme71NKm7g2FevWl,20,30-188-373-6369,6895.88,FURNITURE,yly ironic deposits. furiously express platelets boost blithely above the slyly blithe depos
30574,Customer#000030574,YHt958b4nTdi59MtQJa8QsjhVgjQamDQeO,23,33-189-751-1240,1138.08,AUTOMOBILE,ffix pending tithes. blithely final instructions use among th
30575,Customer#000030575,"6KUBhbJV3,N8OMthX5H0uijcWrV",12,22-572-463-4901,7628.28,FURNITURE,"ounts. quickly unusual pinto beans detect close, unusual p"
30576,Customer#000030576,"y0,h3a yUCm92 S7vzKnohWf9j5emQKFgcu,j3IA",1,11-942-918-5603,1528.08,HOUSEHOLD, carefully pending asymptotes. blithely unusual pains cajole blithely blithely un
30577,Customer#000030577,1hX3rmIq7oopWRJLd6,0,10-434-110-1100,6417.89,FURNITURE,rash fluffily across the carefully regular requests. carefully fina
30578,Customer#000030578,6HZKs2gFSWLPnTlRisT6K,22,32-745-240-7965,8518.00,BUILDING,"regular ideas. final, even ideas about the carefully bold asymptotes are blithely carefully final attainments. depos"
30579,Customer#000030579,ITKEptvguyOTLXSh5haRTrWb,13,23-229-768-8883,6084.28,MACHINERY,y final requests detect; silent instructions run among the carefully r
30580,Customer#000030580,"9zTzXs9knORVSGK9mWEFpBLvD1,LjHeSO V7KC",10,20-575-106-2379,524.71,HOUSEHOLD,ke. furiously unusual platelets above the furiously ironic foxes are carefully unusual requests. carefully final pa
30581,Customer#000030581,WFE8eF55S17pepCOazihYO huHf4qpmpLgcZNbl4,13,23-142-126-6105,5696.51,BUILDING,ully express deposits use carefully. furiously ironic instructions engage regular accounts! requests cajole fur
30582,Customer#000030582,Ks56t2OW0E4zlnPAnFr,7,17-117-986-1079,6344.57,FURNITURE,uickly regular accounts sleep furiously. express theodolites boost s
30583,Customer#000030583,OLSh9PLIaPrfISE,1,11-169-286-5823,8179.83,BUILDING,ckly ironically express packages. busily even foxes print ironic accounts: s
30584,Customer#000030584,"dYZKJfVSYVxGrAeK1,781",11,21-159-491-6351,9453.09,FURNITURE,slyly ironic requests. carefully even foxes haggle quickly according to
30585,Customer#000030585,fI546i7DRrPYewBpJ9V,15,25-874-616-4720,3126.39,FURNITURE,fully regular requests cajole 
30586,Customer#000030586,K6lGAEFqOlruNvMqzg0jfxZVDwS6TnU,7,17-192-204-3680,7210.43,HOUSEHOLD,"s detect fluffily quickly even accounts. carefully ironic accounts beyond the even, ironic tithes"
30587,Customer#000030587,08KAK2jrVumJxm1UifN2RQAe,10,20-185-796-6812,7735.15,MACHINERY,yly final epitaphs are fluffily. quickly special foxes cajole. evenly pending requests use slyly 
30588,Customer#000030588,"SI,jFJmx1EVqkuescy4XI1J",5,15-265-479-5892,4783.53,AUTOMOBILE,ep sometimes beneath the carefully regular theo
30589,Customer#000030589,dEpROITg8j,14,24-868-296-6045,6803.98,AUTOMOBILE,sits affix slyly on the carefully final foxes. carefully even accounts nag across the furiously unusual accounts.
30590,Customer#000030590,gK0EBrrQ0sD5Oeva89aCQ3V,24,34-620-808-9095,7487.89,BUILDING,"despite the carefully even foxes detect after the bold, ironic excuses. slyly special instructions cajole fluff"
30591,Customer#000030591,gCGQkVZcgtMBo1aPrD M6,20,30-176-171-2124,6933.61,MACHINERY,l accounts wake. quickly permanent deposits cajole final packages
30592,Customer#000030592,rU7YnjfS P9KhBXxtNWCsgy066N8 R0KoZbhZsh,20,30-320-435-3872,8209.46,BUILDING,kages haggle through the blithely final deposits. q
30593,Customer#000030593,lsfnf1GmowLiUErpIC,4,14-495-136-4782,1386.99,BUILDING,ideas. furiously bold deposits use. 
30594,Customer#000030594,9gEAc12cPMeP,2,12-185-862-5916,154.01,FURNITURE,"ously ironic platelets. regular, brave foxes are. slyly silent requests cajole express, r"
30595,Customer#000030595,"Oeedo9uckTrVXm,R3gm TtujffUQA3Vi5H6",10,20-936-412-5914,1337.48,BUILDING,ely final foxes sleep furiously! carefully r
30596,Customer#000030596,GKc3aejS7edrmbO,11,21-443-553-7615,3949.27,AUTOMOBILE,e accounts hang carefully dolphins-- furiously regular packages among the regular requests serve final the
30597,Customer#000030597,1lLJHNeslFJX,2,12-607-243-5581,-639.62,FURNITURE,lithely ruthless packages alongside of the blithely final p
30598,Customer#000030598,obX2A2hc9CWI9PuTsUzhSmc4,21,31-415-581-1057,5780.38,BUILDING,iously regular ideas cajole about the accou
30599,Customer#000030599,L0c6wwTlXTJ9BmJQF1YKpzl,1,11-910-446-6261,7911.10,BUILDING,ach blithely around the furiously even foxes. blithely pending foxes poach slyly sp
30600,Customer#000030600,"4AobZqRFzv,vN9gfSGHVZQONH52vcj8jpEOy0INW",20,30-311-667-1793,2838.12,BUILDING,grate carefully against the carefully regular ideas. closely stealthy dependencies boost quickly. slyly ex
30601,Customer#000030601,"Gc,XoOslTS81W8GNIx2PE9Wz3",6,16-386-828-3238,2285.07,FURNITURE,fily express theodolites sleep regular courts. furiously stealthy theodolites wake. permanen
30602,Customer#000030602,QBFjfq4UpQPJMpyGpUivP 1wrw5CYRZ3lzIEA2L,11,21-456-198-2685,2150.73,HOUSEHOLD,"s; close, ironic packages can sleep against the final, regular accounts. slowly unusu"
30603,Customer#000030603,"0OvuRuM9L2D,r",21,31-100-449-4295,-638.70,FURNITURE,"sual, ironic waters wake quickly according to the even asymptotes. furi"
30604,Customer#000030604,zg47bQFjKHvphmW,16,26-893-185-5590,-744.32,MACHINERY,"the slyly ironic packages are furiously regular, pending deposits. unus"
30605,Customer#000030605,jgXc gMoz2HyGYqQ4xQWMMV0z6Xvb62lsLQ,22,32-646-989-1811,6131.11,MACHINERY,totes nag slyly pinto beans. pending requests haggle slyly. pending deposits haggle blithely. fi
30606,Customer#000030606,"nTieXZkc0ee,kAkapyFmjXVI",1,11-194-808-2985,6643.04,AUTOMOBILE,quickly ironic accounts sleep after the ironic instructions. p
30607,Customer#000030607,4ZZde0zojVk9fjTqjmJ3UhZy0ga8hwFJVQMgSK,9,19-878-207-3330,8574.47,MACHINERY,ar dependencies: slyly bold accounts haggle carefully. carefully ironic deposits sleep final instructions. express 
30608,Customer#000030608,BiACyUXPM89Du8lzWY,0,10-818-444-9344,9193.98,HOUSEHOLD,usly pending asymptotes. slyly final dolphins are fur
30609,Customer#000030609,d0OAF0FUPGDX3hhd9yzn,7,17-462-549-9239,4272.32,HOUSEHOLD,otes. special gifts use regularly acros
30610,Customer#000030610,eSYbjjuHyGky5d SQN,24,34-728-990-6744,5845.52,FURNITURE,ly ironic deposits. slyly final tithes haggle slyly. 
30611,Customer#000030611,"yNPS3n308UWZM5 pW,8FpQ4cx2Uv9F6cSl C,5",20,30-940-383-7002,2665.13,AUTOMOBILE,ronic ideas. ironic deposits cajole according to the furiously pending acc
30612,Customer#000030612,ru9s3e8iXkUTDXy95OlymZ7pa8i1Yb78Yr5PFohL,2,12-255-679-4548,9767.30,MACHINERY,tegrate slyly slow theodolites. carefully ironic packages sleep carefully 
30613,Customer#000030613,"hCGizazhWZUkCY,G",16,26-971-859-9185,4074.33,FURNITURE,"sly unusual requests. final, special dolphins eat quickly furiously quick ideas! furio"
30614,Customer#000030614,Ich5dZktCydBF6DBGjsJ,1,11-396-416-9098,206.36,FURNITURE,ss the carefully regular packages. fluffily regular requests haggle slyly fluffily pending acco
30615,Customer#000030615,"vfraVD6YS7WWifS,LQ",19,29-901-565-6742,1289.05,MACHINERY,ts. furiously ironic ideas sleep even platelets. ironic ac
30616,Customer#000030616,pF5boyUYW7IsdXk6lGKfnP,5,15-300-562-9837,4060.45,HOUSEHOLD,"osits. slyly silent instructions detect quickly. final, eve"
30617,Customer#000030617,FYJq2YuYyVHm90ORu,9,19-670-565-9653,9032.71,BUILDING,ar packages. silent ideas boost beneath the regular instructions. blithely regular warhorses eat slyly express 
30618,Customer#000030618,Y06gc1Eyrm2IYAqboUJCWZUtcfeUA1757m,22,32-480-677-1259,-98.25,AUTOMOBILE, accounts solve. express asymptotes cajole enticingly. furiously even requests
30619,Customer#000030619,Wa5hWg2S 2KUILtqvj,19,29-801-289-9089,7568.51,MACHINERY,onic accounts. slyly regular 
30620,Customer#000030620,YlZm baPddeznXBQVucSXuDbKMThPn8Re5ydJ Y,20,30-374-671-5970,9004.52,FURNITURE,ly even platelets. boldly final pinto beans cajole furiously blithely regular accounts. slyly busy i
30621,Customer#000030621,6mqATtNvEDuFSqEFVJf,18,28-362-486-9952,-879.50,FURNITURE,oach above the carefully special accounts. carefully express theodolites nag furiously. idly 
30622,Customer#000030622,2BIAI2DwDf7,9,19-523-285-8483,178.92,FURNITURE,"st the bold, ironic requests wake furiously fluffily pending instructions. regula"
30623,Customer#000030623,",q6PLgSn22l8F8YDUJKHAcs5GmqDKx26",6,16-780-651-6318,1993.71,FURNITURE,ly final accounts according to the
30624,Customer#000030624,d02pLVQ2tYQ9olmx UU72z,1,11-634-376-1300,191.16,HOUSEHOLD,y carefully pending requests-- even requests wake. pending dept
30625,Customer#000030625,2hRPbTQJmzna5CBXEyXwz8LLVBkkLomODDT041O,0,10-805-427-8636,9795.52,BUILDING,luffily accounts; carefully pending instructions nag carefully above the carefully ironic inst
30626,Customer#000030626,"dHFtK0DYQnD5iaszZ,jgwS06PNo",24,34-473-909-6238,5422.82,BUILDING, the bold asymptotes believe carefully among the
30627,Customer#000030627,2un AHAcfMyCXNdJFKcZmiWU4bmc08QKgF,5,15-852-357-2516,4323.31,MACHINERY,e fluffily blithely final accounts. furiously regular accou
30628,Customer#000030628,m8MZDcq5oWyTtPMl8Bj9Bij2UAC,11,21-132-253-1802,4818.02,FURNITURE, around the slyly even instructions are busily after the daring deposits. slyly bold requests haggle car
30629,Customer#000030629,eDGhhohboV,24,34-440-350-6137,3492.70,AUTOMOBILE,ve the slyly bold theodolites. slyly final platelets across the express decoys eat blithely carefully ironi
30630,Customer#000030630,fLBK5lT0FoN,17,27-525-317-4938,3852.71,HOUSEHOLD,he furiously silent deposits. blithely even deposits hinder blith
30631,Customer#000030631,"frS,nOhjP156DNbJek,k9,A",5,15-478-227-1746,4415.49,HOUSEHOLD,"ges. ironic, express requests through the carefully ironic deposits wake after the carefully unusu"
30632,Customer#000030632,",N0VoUF9CF Krsf1LzUOOYlrgbSjAXIyY2F5CxKK",12,22-301-934-4604,3183.10,MACHINERY,special platelets cajole. express
30633,Customer#000030633,"58SlsBcC,L5IpehNo90tGF9xhRyzMo",7,17-287-776-8735,3417.85,AUTOMOBILE, ironic requests affix furiously across the final deposits. final reques
30634,Customer#000030634,xLyStNwK8AnO8QqMgBqT0xVQggBJpZvLZr,6,16-926-298-2484,-225.18,MACHINERY,"y about the bold, silent requests. asymptotes doubt furiously alongside of the final ideas. expres"
30635,Customer#000030635,l3nVhgxEWPLmoksLaW7Hbn13l,7,17-380-954-7386,8255.92,AUTOMOBILE,ithely regular packages are furio
30636,Customer#000030636,RFZGk3NzmEo3Gezjl0c,15,25-839-706-5288,1243.31,AUTOMOBILE,odolites across the carefully pending
30637,Customer#000030637,eYWt7 O7H64VMQHQ545vMtlQF90Un,6,16-298-444-3438,5279.99,AUTOMOBILE,the carefully ironic pinto beans! even instructions sleep along th
30638,Customer#000030638,D1n6lnnF8UXasIhBOV0PAC,8,18-564-117-7381,1767.71,HOUSEHOLD,le regular packages. bold foxes sleep furiously blithely regular p
30639,Customer#000030639,N MSRLOMWL3walyFOyTzWwFXlocD,2,12-843-965-5891,7815.50,BUILDING, requests cajole quickly along the ir
30640,Customer#000030640,"KcAh21cM,mc37e4G9ktlXzRm5YAjiPRqhnO",2,12-869-282-4593,2096.34,AUTOMOBILE,hely final pains according to the fluffily slow requests cajole after
30641,Customer#000030641,D36nn0FwSM19QwD8Nfz5ZqN5,2,12-402-282-8711,9132.87,BUILDING,urts. furiously ironic accounts haggle around the blithely final deposits. final packages affix about the theod
30642,Customer#000030642,O0dAzuj9XZ7En,20,30-905-712-3587,223.74,MACHINERY,tions promise quickly among the final requests. furiously busy attainments nag furi
30643,Customer#000030643,"v2kOARxlj6yQDV,zO1V,9H7LvlInOl",16,26-350-613-3397,7297.76,FURNITURE,rmanent accounts! fluffily ironic requests after the depos
